                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2665,                 3.3144,                 4.2104,                0.00333,                      1,                0.01964,                0.01351,                 1.4868,                 3.7212,                  4.159,                      0,                      0,                      0
